,inputs,outputs,intention
310,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
311,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
312,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
313,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
314,"[0, 0, 0.18181818181818182, 1, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 1, 0.04081632653061224, 0, 0, 0.2857142857142857, 0, 0, 0.18181818181818182, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
315,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
316,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
317,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
318,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
319,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
320,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
321,"[0, 0, 0.05128205128205128, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.09523809523809523, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",food move
322,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
323,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
324,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
325,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
326,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
327,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
328,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
329,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
330,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
331,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
332,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
333,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
334,"[0, 0, 0.18181818181818182, 1, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 1, 0.04081632653061224, 0, 0, 0.2857142857142857, 0, 0, 0.18181818181818182, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
335,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
336,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
337,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
338,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
339,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
340,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
341,"[0, 0, 0.05128205128205128, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.09523809523809523, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",food move
342,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
343,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
344,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
345,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
346,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
347,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
348,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
349,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
350,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
351,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
352,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
353,"[0, 0, 0.18181818181818182, 1, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 1, 0.04081632653061224, 0, 0, 0.2857142857142857, 0, 0, 0.18181818181818182, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",food move
354,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
355,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
356,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
357,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
358,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
359,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",wall move
360,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
361,"[0, 0, 0.05128205128205128, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 1, 0.09523809523809523, 0, 0, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",food move
362,"[0, 0, 0.05128205128205128, 0, 0, 0.06896551724137931, 0, 1, 0.18181818181818182, 1, 0, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",food move
363,"[0, 0, 0.05128205128205128, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
364,"[0, 0, 0.05405405405405406, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.08695652173913043, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.08695652173913043, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
365,"[0, 0, 0.05405405405405406, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.08695652173913043, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.08695652173913043, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
366,"[0, 0, 0.05405405405405406, 0, 1, 0.07407407407407407, 1, 0, 0.15384615384615385, 0, 0, 0.08695652173913043, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.08695652173913043, 1, 0, 0.15384615384615385]","[0, 0, 0, 1]",munch
367,"[0, 0, 0.06060606060606061, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.07407407407407407, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.07407407407407407, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
368,"[0, 0, 0.06060606060606061, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.07407407407407407, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.07407407407407407, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
369,"[0, 0, 0.05405405405405406, 0, 1, 0.05405405405405406, 0, 0, 0.6666666666666666, 1, 0, 0.08695652173913043, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666, 1, 0, 0.08695652173913043, 0, 0, 0.6666666666666666]","[0, 0, 0, 1]",food move
370,"[0, 0, 0.05405405405405406, 0, 1, 0.05405405405405406, 0, 0, 0.6666666666666666, 1, 0, 0.08695652173913043, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666, 1, 0, 0.08695652173913043, 0, 0, 0.6666666666666666]","[0, 0, 0, 1]",munch
371,"[0, 0, 0.06060606060606061, 0, 1, 0.08, 1, 0, 0.13333333333333333, 0, 0, 0.07407407407407407, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 0.13333333333333333]","[0, 0, 0, 1]",munch
372,"[0, 0, 0.05128205128205128, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
373,"[0, 0, 0.05128205128205128, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
374,"[0, 0, 0.05714285714285714, 1, 1, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.08, 0, 0, 0.05714285714285714, 0, 0, 2.0, 0, 0, 0.08, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
375,"[0, 0, 0.06451612903225806, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 2.0, 1, 0, 0.06896551724137931, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
376,"[0, 0, 0.06451612903225806, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 2.0, 1, 0, 0.06896551724137931, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
377,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
378,"[0, 0, 0.06060606060606061, 0, 1, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 0, 0.07407407407407407, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.07407407407407407]","[0, 0, 0, 1]",munch
379,"[0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 1, 0.18181818181818182, 1, 0, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",munch
380,"[0, 1, 0.046511627906976744, 0, 0, 0.6666666666666666, 1, 0, 0.05405405405405406, 0, 0, 0.11764705882352941, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941]","[0, 1, 0, 0]",food move
381,"[1, 1, 0.03389830508474576, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
382,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
383,"[0, 0, 0.06060606060606061, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.07407407407407407, 0, 0, 2.0, 0, 0, 0.06060606060606061, 0, 0, 2.0, 0, 0, 0.07407407407407407]","[1, 0, 0, 0]",wall move
384,"[1, 0, 0.15384615384615385, 0, 1, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385]","[0, 0, 0, 1]",munch
385,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",wall move
386,"[0, 0, 0.05405405405405406, 0, 1, 0.2857142857142857, 1, 0, 0.06060606060606061, 0, 0, 0.08695652173913043, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 0.08695652173913043]","[0, 0, 0, 1]",munch
387,"[1, 0, 0.03389830508474576, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
388,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
389,"[0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
390,"[0, 0, 2.0, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666]","[0, 0, 1, 0]",wall move
391,"[0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
392,"[0, 1, 0.09523809523809523, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406, 1, 0, 0.05128205128205128, 0, 0, 0.6666666666666666, 0, 0, 0.09523809523809523, 0, 0, 0.6666666666666666, 0, 0, 0.05405405405405406]","[0, 1, 0, 0]",munch
393,"[0, 0, 0.10526315789473684, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.04878048780487805, 0, 0, 2.0, 0, 0, 0.10526315789473684, 0, 0, 2.0, 1, 0, 0.05128205128205128]","[0, 1, 0, 0]",wall move
394,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
395,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
396,"[0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[0, 0, 0, 1]",wall move
397,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
398,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
399,"[0, 0, 2.0, 0, 0, 0.4, 0, 0, 0.05714285714285714, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.4, 0, 0, 0.05714285714285714]","[0, 0, 1, 0]",wall move
400,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
401,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
402,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
403,"[0, 0, 0.11764705882352941, 0, 1, 0.11764705882352941, 0, 0, 0.08695652173913043, 1, 0, 0.046511627906976744, 0, 0, 0.11764705882352941, 0, 0, 0.11764705882352941, 0, 0, 0.11764705882352941, 1, 0, 0.08695652173913043]","[0, 0, 0, 1]",munch
404,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
405,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
406,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
407,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
408,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
409,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
410,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
411,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
